target	id	Arguments	status_account	month_duration	credit_history	purpose	credit_amount	status_savings	years_employment	payment_to_income_ratio	status_and_sex	secondary_obligor	residence_since	collateral	age	other_installment_plans	housing	n_credits	job	n_guarantors	telephone	is_foreign_worker
bad	138		Low positive balance	12	existing credits paid back duly till now	radio/television	766	500 to < 1000 DM	1 to < 4 years	4	male : single	none	3	none	66	none	own	1	unskilled - resident	1	none	yes
good	139		Low positive balance	15	critical account/ other credits existing (not at this bank)	radio/television	2728	unknown/ no savings account	4 to < 7 years	4	male : single	guarantor	2	none	35	bank	own	3	skilled employee/ official	1	yes, registered under the customers name	yes
good	140		High positive balance	12	existing credits paid back duly till now	radio/television	1881	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	none	2	real estate	44	none	rent	1	unskilled - resident	1	yes, registered under the customers name	yes
good	141		High positive balance	6	existing credits paid back duly till now	car (new)	709	>= 1000 DM	< 1 year	2	male : married/widowed	none	2	none	27	none	own	1	unemployed/ unskilled - non-resident	1	none	no
good	142		Low positive balance	36	existing credits paid back duly till now	radio/television	4795	< 100 DM	< 1 year	4	female : divorced/separated/married	none	1	savings agreement/life insurance	30	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	143		Negative balance	27	existing credits paid back duly till now	radio/television	3416	< 100 DM	1 to < 4 years	3	male : single	none	2	real estate	27	none	own	1	management/ self-employed/highly qualified employee	1	none	yes
bad	144		Negative balance	18	existing credits paid back duly till now	furniture/equipment	2462	< 100 DM	1 to < 4 years	2	male : single	none	2	real estate	22	none	own	1	skilled employee/ official	1	none	yes
good	145		No checking account	21	critical account/ other credits existing (not at this bank)	furniture/equipment	2288	< 100 DM	< 1 year	4	female : divorced/separated/married	none	4	car	23	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
good	146		Low positive balance	48	all credits at this bank paid back duly	business	3566	100 to < 500 DM	4 to < 7 years	4	male : single	none	2	real estate	30	none	own	1	skilled employee/ official	1	none	yes
good	147		Negative balance	6	critical account/ other credits existing (not at this bank)	car (new)	860	< 100 DM	>= 7 years	1	female : divorced/separated/married	none	4	savings agreement/life insurance	39	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	148		No checking account	12	critical account/ other credits existing (not at this bank)	car (new)	682	100 to < 500 DM	4 to < 7 years	4	female : divorced/separated/married	none	3	real estate	51	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	149		Negative balance	36	critical account/ other credits existing (not at this bank)	furniture/equipment	5371	< 100 DM	1 to < 4 years	3	male : single	guarantor	2	car	28	none	own	2	skilled employee/ official	1	none	yes
good	150		No checking account	18	critical account/ other credits existing (not at this bank)	radio/television	1582	>= 1000 DM	>= 7 years	4	male : single	none	4	real estate	46	none	own	2	skilled employee/ official	1	none	yes
good	151		No checking account	6	existing credits paid back duly till now	radio/television	1346	100 to < 500 DM	>= 7 years	2	male : single	none	4	savings agreement/life insurance	42	bank	for free	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	152		No checking account	10	existing credits paid back duly till now	radio/television	1924	< 100 DM	1 to < 4 years	1	male : single	none	4	car	38	none	own	1	skilled employee/ official	1	yes, registered under the customers name	no
good	153		High positive balance	36	existing credits paid back duly till now	radio/television	5848	< 100 DM	1 to < 4 years	4	male : single	none	1	real estate	24	none	own	1	skilled employee/ official	1	none	yes
good	154		Low positive balance	24	critical account/ other credits existing (not at this bank)	car (used)	7758	>= 1000 DM	>= 7 years	2	female : divorced/separated/married	none	4	savings agreement/life insurance	29	none	rent	1	skilled employee/ official	1	none	yes
good	155		Low positive balance	24	delay in paying off in the past	business	6967	100 to < 500 DM	4 to < 7 years	4	male : single	none	4	real estate	36	none	rent	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	156		Negative balance	12	existing credits paid back duly till now	furniture/equipment	1282	< 100 DM	1 to < 4 years	2	female : divorced/separated/married	none	4	real estate	20	none	rent	1	skilled employee/ official	1	none	yes
good	157		Negative balance	9	critical account/ other credits existing (not at this bank)	repairs	1288	100 to < 500 DM	>= 7 years	3	male : single	guarantor	4	none	48	none	own	2	skilled employee/ official	2	none	no
good	158		Negative balance	12	all credits at this bank paid back duly	retraining	339	< 100 DM	>= 7 years	4	male : married/widowed	none	1	real estate	45	bank	own	1	unskilled - resident	1	none	yes
good	159		Low positive balance	24	existing credits paid back duly till now	car (new)	3512	100 to < 500 DM	4 to < 7 years	2	male : single	none	3	real estate	38	bank	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	160		No checking account	6	critical account/ other credits existing (not at this bank)	radio/television	1898	unknown/ no savings account	1 to < 4 years	1	male : single	none	2	none	34	none	own	2	unskilled - resident	2	none	yes
good	161		No checking account	24	critical account/ other credits existing (not at this bank)	radio/television	2872	100 to < 500 DM	>= 7 years	3	male : single	none	4	none	36	none	own	1	skilled employee/ official	2	yes, registered under the customers name	yes
good	162		No checking account	18	critical account/ other credits existing (not at this bank)	car (new)	1055	< 100 DM	< 1 year	4	female : divorced/separated/married	none	1	car	30	none	own	2	skilled employee/ official	1	none	yes
good	163		No checking account	15	existing credits paid back duly till now	domestic appliances	1262	500 to < 1000 DM	4 to < 7 years	4	male : single	none	3	car	36	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
good	164		Low positive balance	10	existing credits paid back duly till now	car (new)	7308	< 100 DM	unemployed	2	male : single	none	4	savings agreement/life insurance	70	bank	for free	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	165		No checking account	36	existing credits paid back duly till now	car (new)	909	500 to < 1000 DM	>= 7 years	4	male : single	none	4	car	36	none	own	1	skilled employee/ official	1	none	yes
good	166		No checking account	6	existing credits paid back duly till now	furniture/equipment	2978	500 to < 1000 DM	1 to < 4 years	1	male : single	none	2	real estate	32	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	167		Negative balance	18	existing credits paid back duly till now	furniture/equipment	1131	< 100 DM	unemployed	4	female : divorced/separated/married	none	2	real estate	33	none	own	1	skilled employee/ official	1	none	yes
good	168		Low positive balance	11	existing credits paid back duly till now	furniture/equipment	1577	>= 1000 DM	< 1 year	4	female : divorced/separated/married	none	1	none	20	none	own	1	skilled employee/ official	1	none	yes
good	169		No checking account	24	existing credits paid back duly till now	furniture/equipment	3972	< 100 DM	4 to < 7 years	2	female : divorced/separated/married	none	4	car	25	none	rent	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	170		Low positive balance	24	critical account/ other credits existing (not at this bank)	business	1935	< 100 DM	>= 7 years	4	male : divorced/separated	none	4	none	31	none	own	2	skilled employee/ official	1	yes, registered under the customers name	yes
bad	171		Negative balance	15	no credits taken/ all credits paid back duly	car (new)	950	< 100 DM	>= 7 years	4	male : single	none	3	real estate	33	none	rent	2	skilled employee/ official	2	none	yes
good	172		No checking account	12	existing credits paid back duly till now	furniture/equipment	763	< 100 DM	1 to < 4 years	4	female : divorced/separated/married	none	1	none	26	none	own	1	skilled employee/ official	1	yes, registered under the customers name	yes
bad	173		Low positive balance	24	delay in paying off in the past	furniture/equipment	2064	< 100 DM	unemployed	3	female : divorced/separated/married	none	2	car	34	none	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	174		Low positive balance	8	existing credits paid back duly till now	radio/television	1414	< 100 DM	1 to < 4 years	4	male : single	guarantor	2	none	33	none	own	1	skilled employee/ official	1	none	no
bad	175		Negative balance	21	delay in paying off in the past	education	3414	< 100 DM	< 1 year	2	male : single	none	1	car	26	none	own	2	skilled employee/ official	1	none	yes
bad	176		No checking account	30	all credits at this bank paid back duly	car (used)	7485	unknown/ no savings account	unemployed	4	female : divorced/separated/married	none	1	none	53	bank	own	1	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
good	177		Negative balance	12	existing credits paid back duly till now	furniture/equipment	2577	< 100 DM	1 to < 4 years	2	male : divorced/separated	none	1	real estate	42	none	own	1	skilled employee/ official	1	none	yes
good	178		Negative balance	6	critical account/ other credits existing (not at this bank)	radio/television	338	500 to < 1000 DM	>= 7 years	4	male : single	none	4	real estate	52	none	own	2	skilled employee/ official	1	none	yes
good	179		No checking account	12	existing credits paid back duly till now	radio/television	1963	< 100 DM	4 to < 7 years	4	male : single	none	2	real estate	31	none	rent	2	management/ self-employed/highly qualified employee	2	yes, registered under the customers name	yes
good	180		Negative balance	21	critical account/ other credits existing (not at this bank)	car (new)	571	< 100 DM	>= 7 years	4	male : single	none	4	none	65	none	own	2	skilled employee/ official	1	none	yes
bad	181		No checking account	36	delay in paying off in the past	business	9572	< 100 DM	< 1 year	1	male : divorced/separated	none	1	real estate	28	none	own	2	skilled employee/ official	1	none	yes
bad	182		Low positive balance	36	delay in paying off in the past	business	4455	< 100 DM	1 to < 4 years	2	male : divorced/separated	none	2	none	30	stores	own	2	management/ self-employed/highly qualified employee	1	yes, registered under the customers name	yes
bad	183		Negative balance	21	all credits at this bank paid back duly	car (new)	1647	unknown/ no savings account	1 to < 4 years	4	male : single	none	2	car	40	none	own	2	unskilled - resident	2	none	yes
